trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
88,False,"{'a': 0.7, 'e': 0.011363636363636364}",20,11,15.08829387555113,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
89,False,"{'a': 0.7, 'e': 0.011235955056179775}",20,0,23.888944109120533,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
90,False,"{'a': 0.7, 'e': 0.011111111111111112}",20,0,-16.012036550319774,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
91,False,"{'a': 0.7, 'e': 0.01098901098901099}",25,0,-91.84117491086354,"{0: 20, 1: 1, 2: 1, 3: 1, 4: 2}",0
92,False,"{'a': 0.7, 'e': 0.010869565217391304}",20,0,4.708249577868237,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
93,False,"{'a': 0.7, 'e': 0.010752688172043012}",25,15,1.9821557796392058,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
94,False,"{'a': 0.7, 'e': 0.010638297872340425}",30,1,0.6609900303628338,"{0: 26, 1: 0, 2: 2, 3: 1, 4: 0}",1
95,False,"{'a': 0.7, 'e': 0.010526315789473684}",20,0,-11.742121976632284,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
96,False,"{'a': 0.7, 'e': 0.010416666666666666}",25,18,11.723230127930977,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
97,False,"{'a': 0.7, 'e': 0.010309278350515464}",20,12,9.283790205052178,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
98,False,"{'a': 0.7, 'e': 0.01020408163265306}",25,11,8.874076596603828,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
99,False,"{'a': 0.7, 'e': 0.010101010101010102}",25,4,33.20455016729421,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
100,False,"{'a': 0.7, 'e': 0.01}",20,0,32.20921028155666,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
101,False,"{'a': 0.7, 'e': 0.009900990099009901}",25,9,-18.570599580655355,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
102,False,"{'a': 0.7, 'e': 0.00980392156862745}",20,0,21.69325857807068,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
103,False,"{'a': 0.7, 'e': 0.009708737864077669}",20,9,-1.1100724023110962,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
104,False,"{'a': 0.7, 'e': 0.009615384615384616}",30,18,21.48079420685982,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
105,False,"{'a': 0.7, 'e': 0.009523809523809525}",20,3,-30.96927230141025,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
106,False,"{'a': 0.7, 'e': 0.009433962264150943}",25,4,-11.451046192083979,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 1}",1
107,False,"{'a': 0.7, 'e': 0.009345794392523364}",25,0,39.05576119043699,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
108,False,"{'a': 0.7, 'e': 0.009259259259259259}",20,2,-20.189074767191595,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
109,False,"{'a': 0.7, 'e': 0.009174311926605505}",30,4,28.574185652719986,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
110,False,"{'a': 0.7, 'e': 0.00909090909090909}",20,16,9.53293621908602,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
111,False,"{'a': 0.7, 'e': 0.009009009009009009}",25,0,26.948805036399705,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
112,False,"{'a': 0.7, 'e': 0.008928571428571428}",20,11,17.60382450441317,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
113,False,"{'a': 0.7, 'e': 0.008849557522123894}",20,15,8.032524706727074,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
114,False,"{'a': 0.7, 'e': 0.008771929824561403}",20,12,15.359240257526897,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
115,False,"{'a': 0.7, 'e': 0.008695652173913044}",30,12,26.2067975868355,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
116,False,"{'a': 0.7, 'e': 0.008620689655172414}",35,0,35.220694792122025,"{0: 34, 1: 1, 2: 0, 3: 0, 4: 0}",0
